region,population,area,cases1,deaths1,cases2,deaths2,cases3,deaths3,cases4,deaths4,cases5,deaths5,cases6,deaths6,cases7,deaths7,cases8,deaths8,cases9,deaths9,cases10,deaths10,cases11,deaths11,cases12,deaths12,cases13,deaths13,cases14,deaths14,cases15,deaths15,cases16,deaths16,cases17,deaths17,cases18,deaths18,cases19,deaths19,cases20,deaths20,cases21,deaths21,cases22,deaths22,cases23,deaths23,cases24,deaths24,cases25,deaths25,cases26,deaths26,cases27,deaths27,cases28,deaths28,cases29,deaths29,cases30,deaths30,cases31,deaths31,cases32,deaths32,cases33,deaths33,cases34,deaths34,cases35,deaths35,cases36,deaths36,cases37,deaths37,cases38,deaths38,cases39,deaths39,cases40,deaths40,cases41,deaths41,cases42,deaths42,cases43,deaths43,cases44,deaths44,cases45,deaths45,cases46,deaths46,cases47,deaths47,cases48,deaths48,cases49,deaths49,cases50,deaths50,cases51,deaths51,cases52,deaths52,cases53,deaths53,cases54,deaths54,cases55,deaths55,cases56,deaths56,cases57,deaths57,cases58,deaths58,cases59,deaths59,cases60,deaths60,cases61,deaths61,cases62,deaths62,cases63,deaths63,cases64,deaths64,cases65,deaths65,cases66,deaths66,cases67,deaths67,cases68,deaths68,cases69,deaths69,cases70,deaths70,cases71,deaths71,cases72,deaths72,cases73,deaths73,cases74,deaths74,cases75,deaths75,cases76,deaths76,cases77,deaths77,cases78,deaths78,cases79,deaths79,cases80,deaths80,cases81,deaths81,cases82,deaths82,cases83,deaths83,cases84,deaths84,cases85,deaths85,cases86,deaths86,cases87,deaths87,cases88,deaths88,cases89,deaths89,cases90,deaths90,cases91,deaths91,cases92,deaths92,cases93,deaths93,cases94,deaths94,cases95,deaths95,cases96,deaths96,cases97,deaths97,cases98,deaths98,cases99,deaths99,cases100,deaths100,cases101,deaths101,cases102,deaths102,cases103,deaths103,cases104,deaths104
Central African Republic,4829767,622980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,11,0,11,0,12,0,12,0,12,0,12,0,12,0,12,0,14,0,14,0,16,0,16,0,16,0,19,0,19,0,50,0,50,0,50,0,72,0,72,0,72,0,85,0
Chad,16425864,1259200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,5,0,7,0,7,0,8,0,8,0,9,0,9,0,9,0,10,0,10,0,11,0,11,0,11,0,18,0,23,0,23,0,23,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0,33,0,40,0,46,0,46,0,46,0,52,2,52,2,73,5,73,5,117,10,117,10,117,10
Chile,19116201,743532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,4,0,4,0,8,0,8,0,13,0,23,0,23,0,43,0,61,0,74,0,155,0,201,0,238,0,238,0,434,0,537,0,632,1,746,2,922,2,1142,3,1306,4,1610,5,1909,6,2139,7,2449,8,2738,12,3031,16,3404,18,3737,22,4161,27,4471,34,4815,37,5116,43,5546,48,5972,57,6501,65,6927,73,7213,80,7525,82,7917,92,8273,94,8807,105,9252,116,9730,126,10088,133,10507,139,10832,147,11296,160,11812,168,12306,174,12858,181,13331,189,13813,198,14365,207,14885,216,16023,227,17008,234,18435,247,19663,260,20643,270
China,1439323776,9388211,548,17,643,18,920,26,1406,42,2075,56,2877,82,5509,131,6087,133,8141,171,9802,213,11891,259,16630,361,19716,425,23707,491,27440,563,30587,633,34110,718,36814,805,39829,905,42354,1012,44386,1112,44759,1117,59895,1369,66358,1521,68413,1663,70513,1766,72434,1864,74211,2003,74619,2116,75077,2238,75550,2238,77001,2443,77022,2445,77241,2595,77754,2665,78166,2717,78600,2746,78928,2790,79356,2837,79932,2872,80136,2914,80261,2947,80386,2983,80537,3015,80690,3044,80770,3072,80823,3100,80860,3123,80887,3139,80921,3161,80932,3172,80945,3180,80977,3193,81003,3203,81033,3217,81058,3230,81102,3241,81156,3249,81250,3253,81305,3259,81435,3274,81498,3274,81591,3281,81661,3285,81782,3291,81897,3296,81999,3299,82122,3304,82198,3308,82279,3309,82361,3316,82432,3322,82511,3326,82543,3330,82602,3333,82665,3335,82718,3335,82809,3337,82883,3339,82941,3340,83014,3343,83134,3343,83213,3345,83306,3345,83356,3346,83403,3346,83760,4636,83787,4636,83805,4636,83817,4636,83853,4636,83868,4636,83884,4636,83899,4636,83909,4636,83912,4637,83918,4637,83940,4637,83944,4637,83956,4637,83959,4637,83959,4637,83964,4637,83966,4637
Colombia,50882891,1109500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,9,0,9,0,13,0,22,0,34,0,54,0,65,0,93,0,102,0,128,0,196,0,231,2,277,3,378,3,470,4,491,6,539,6,608,6,702,10,798,12,906,16,1065,17,1161,19,1267,25,1406,32,1485,35,1579,46,1780,50,2054,54,2223,69,2473,80,2709,100,2776,109,2852,112,2979,127,3105,131,3233,144,3439,153,3439,153,3792,179,3977,189,4149,196,4356,206,4561,215,4881,225,5142,233,5379,244,5597,253,5949,269,6207,278,6507,293,7006,314,7285,324,7668,340,7973,358
Congo (Brazzaville),5518087,341500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,19,0,19,0,19,0,19,0,22,2,22,2,22,2,45,5,45,5,45,5,45,5,60,5,60,5,60,5,60,5,60,5,60,5,117,5,117,5,143,6,143,6,143,6,160,6,165,6,186,6,186,6,200,6,200,6,200,6,200,6,207,8,207,8,220,9,229,9,229,9,229,9,236,10
Congo (Kinshasa),89561403,2267050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,0,3,0,4,0,14,0,18,0,23,1,30,1,36,1,45,2,48,2,51,3,51,3,65,6,65,6,81,8,98,8,109,9,134,13,134,13,154,18,154,18,161,18,180,18,180,18,180,18,215,20,223,20,234,20,235,20,241,20,254,21,267,22,287,23,307,25,327,25,332,25,350,25,359,25,377,25,394,25,416,28,442,28,459,28,471,30,491,30,572,31,604,32,674,33,674,33,682,34
Costa Rica,5094118,51060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,9,0,9,0,13,0,22,0,23,0,26,0,27,0,35,0,41,0,50,0,69,1,89,1,117,2,134,2,158,2,177,2,201,2,231,2,263,2,295,2,314,2,330,2,347,2,375,2,396,2,416,2,435,2,454,2,467,2,483,2,502,3,539,3,558,3,577,3,595,3,612,3,618,3,626,4,642,4,649,4,655,4,660,5,662,6,669,6,681,6,686,6,687,6,693,6,695,6,697,6,705,6,713,6,719,6,725,6,733,6,739,6,742,6
Croatia,4105267,55960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,5,0,6,0,7,0,7,0,9,0,10,0,10,0,11,0,12,0,12,0,12,0,14,0,19,0,19,0,32,0,38,0,49,0,57,0,65,0,81,0,105,1,128,1,206,1,254,1,315,1,382,1,442,1,495,3,586,3,657,5,713,6,790,6,867,6,963,6,1011,7,1079,8,1126,12,1182,15,1222,16,1282,18,1343,19,1407,20,1495,21,1534,21,1600,23,1650,25,1704,31,1741,33,1791,35,1814,36,1832,39,1871,47,1881,47,1908,48,1950,48,1981,50,2009,51,2016,54,2030,55,2039,59,2047,63,2062,67,2076,69,2085,75,2088,77,2096,79,2101,80
Diamond Princess,3711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,64,0,135,0,135,0,175,0,175,0,218,0,285,0,355,0,454,0,542,0,621,0,634,2,634,2,634,2,691,3,691,3,691,3,705,4,705,4,705,6,705,6,705,6,705,6,706,6,706,6,706,6,706,6,706,6,706,6,706,6,706,6,706,7,706,7,706,7,706,7,706,7,706,7,706,7,712,7,712,7,712,7,712,8,712,8,712,8,712,10,712,10,712,10,712,10,712,10,712,10,712,10,712,10,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,11,712,12,712,12,712,12,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13,712,13
Cuba,11326616,106440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,4,0,5,0,7,1,11,1,16,1,21,1,35,1,40,1,48,1,57,1,67,2,80,2,119,3,139,3,170,4,186,6,212,6,233,6,269,6,288,6,320,8,350,9,396,11,457,12,515,15,564,15,620,16,669,18,726,21,766,21,814,24,862,27,923,31,986,32,1035,34,1087,36,1137,38,1189,40,1235,43,1285,49,1337,51,1369,54,1389,56,1437,58,1467,58,1501,61,1537,64,1611,66,1649,67,1668,69
Cyprus,1207359,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,6,0,14,0,26,0,26,0,33,0,46,0,49,0,67,0,67,0,84,0,95,1,116,1,124,3,132,3,146,3,162,5,179,5,214,5,230,7,262,8,320,9,356,10,396,11,426,11,446,9,465,9,494,9,526,9,564,10,595,10,616,10,633,11,662,12,695,12,715,12,735,12,750,12,761,12,767,12,772,12,784,12,790,13,795,13,804,14,810,14,817,14,822,15,837,15,843,15,850,15,857,15,864,15,872,15,874,15
Czechia,10708981,77240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,8,0,12,0,18,0,19,0,31,0,31,0,41,0,91,0,94,0,141,0,189,0,253,0,298,0,396,0,464,0,694,0,833,0,995,0,1120,1,1236,1,1394,3,1654,6,1925,9,2279,9,2631,11,2817,16,3001,23,3308,31,3508,39,3858,44,4091,53,4472,59,4587,67,4822,78,5017,88,5312,99,5569,112,5732,119,5831,129,5991,138,6059,143,6111,161,6216,166,6433,169,6549,173,6606,181,6746,186,6900,194,7033,201,7132,208,7187,210,7273,214,7352,218,7404,220,7445,223,7504,227,7579,227,7682,236,7737,240,7755,245,7781,248,7819,252
Denmark,5792202,42430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,4,0,6,0,11,0,11,0,24,0,24,0,37,0,92,0,264,0,444,0,617,0,804,0,836,1,875,2,933,3,1025,4,1116,4,1225,6,1337,9,1420,13,1514,13,1572,24,1718,32,1862,34,2023,41,2200,52,2366,65,2564,72,2755,77,3039,90,3290,104,3573,123,3946,139,4269,161,4561,179,4875,187,5266,203,5597,218,5830,237,6014,247,6191,260,6369,273,6513,285,6706,299,6876,309,7074,321,7268,336,7437,346,7580,355,7711,364,7891,370,8108,384,8271,394,8408,403,8643,418,8773,422,8896,427,9049,434,9206,443,9356,452,9509,460,9605,475,9721,484,9868,493
Djibouti,988000,23180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0,11,0,11,0,12,0,14,0,18,0,18,0,30,0,33,0,40,0,49,0,50,0,59,0,90,0,90,0,135,0,135,0,150,1,187,2,214,2,298,2,363,2,435,2,591,2,732,2,732,2,846,2,846,2,945,2,974,2,986,2,999,2,1008,2,1023,2,1035,2,1072,2,1077,2,1089,2,1097,2,1112,2,1112,2,1116,2
Dominican Republic,10847910,48320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,5,0,5,0,5,0,5,0,5,0,5,0,11,0,11,0,11,0,21,1,21,1,34,2,72,2,112,2,202,3,245,3,312,6,392,10,488,10,581,20,719,28,859,39,901,42,1109,51,1284,57,1380,60,1488,68,1488,68,1745,82,1828,86,1956,98,2111,108,2349,118,2620,126,2759,135,2967,173,3167,177,3286,183,3614,189,3755,196,4126,200,4335,217,4680,226,4964,235,5044,245,5300,260,5543,265,5749,267,5926,273,6135,278,6293,282,6416,286,6652,293,6972,301,7288,313,7578,326,7954,333,8235,346
Ecuador,17643054,248360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,10,0,13,0,13,0,13,0,14,0,15,0,15,0,17,0,17,0,17,0,28,2,28,2,37,2,58,2,111,2,199,3,367,5,506,7,789,14,981,18,1082,27,1173,28,1403,34,1595,36,1823,48,1924,58,1962,60,2240,75,2748,93,3163,120,3368,145,3465,172,3646,180,3747,191,3747,191,4450,242,4965,272,7161,297,7257,315,7466,333,7529,355,7603,369,7858,388,8225,403,8450,421,9022,456,9468,474,10128,507,10398,520,10850,537,11183,560,22719,576,22719,576,22719,576,23240,663,24258,871,24675,883,24934,900,26336,1063,27464,1371,29538,1564,31881,1569
Egypt,102334404,995450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,3,0,15,0,15,0,49,1,55,1,59,1,60,1,67,1,80,2,109,2,110,2,150,2,196,4,196,6,256,6,285,8,294,10,327,14,366,19,402,20,456,21,495,24,536,30,576,36,609,40,656,41,710,46,779,52,865,58,985,66,1070,71,1173,78,1322,85,1450,94,1560,103,1699,118,1794,135,1939,146,2065,159,2190,164,2350,178,2505,183,2673,196,2844,205,3032,224,3144,239,3333,250,3490,264,3659,276,3891,287,4092,294,4319,307,4534,317,4782,337,5042,359,5268,380,5537,392,5895,406,6193,415,6465,429,6813,436
El Salvador,6486205,20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,3,0,5,0,9,0,13,0,13,0,19,0,24,0,30,0,32,1,32,1,41,2,46,2,56,3,62,3,69,4,78,4,93,5,103,6,117,6,118,6,125,6,137,6,149,6,159,6,164,6,177,7,190,7,201,7,218,7,225,7,237,7,250,8,274,8,274,8,298,8,323,8,345,8,377,9,395,10,424,10,446,11,490,11,555,13
Equatorial Guinea,1402985,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,6,0,6,0,6,0,6,0,9,0,9,0,9,0,12,0,12,0,12,0,12,0,12,0,12,0,15,0,15,0,16,0,16,0,16,0,16,0,16,0,18,0,18,0,18,0,18,0,21,0,21,0,41,0,51,0,51,0,79,0,79,0,79,0,79,0,83,0,84,1,84,1,214,1,258,1,258,1,258,1,315,1,315,1,315,1,315,1,315,1,315,1,315,3
Eritrea,3546421,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,0,6,0,6,0,6,0,12,0,12,0,15,0,15,0,22,0,22,0,29,0,29,0,31,0,31,0,33,0,33,0,34,0,34,0,34,0,34,0,34,0,35,0,35,0,35,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0
Estonia,1326535,42390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,3,0,10,0,10,0,10,0,10,0,12,0,16,0,16,0,79,0,115,0,171,0,205,0,225,0,258,0,267,0,283,0,306,0,326,0,352,0,369,0,404,1,538,1,575,1,645,1,679,3,715,3,745,4,779,5,858,11,961,12,1039,13,1097,15,1108,19,1149,21,1185,24,1207,24,1258,24,1304,24,1309,25,1332,28,1373,31,1400,35,1434,36,1459,38,1512,38,1528,40,1535,40,1552,43,1559,44,1592,45,1605,46,1635,46,1643,49,1647,50,1660,50,1666,50,1689,52,1694,52,1699,53,1700,55,1703,55
Eswatini,1160164,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,10,0,10,0,12,0,12,0,12,0,12,0,14,0,15,0,15,0,15,0,16,1,16,1,22,1,22,1,24,1,31,1,31,1,31,1,36,1,56,1,59,1,65,1,71,1,91,1,100,1,106,1,108,1,112,1,116,1
Ethiopia,114963588,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,5,0,6,0,6,0,9,0,9,0,11,0,11,0,12,0,12,0,12,0,16,0,16,0,21,0,23,0,26,0,29,0,29,0,35,0,38,0,43,2,44,2,52,2,55,2,56,2,65,3,69,3,71,3,74,3,82,3,85,3,92,3,96,3,105,3,108,3,111,3,114,3,116,3,116,3,117,3,122,3,123,3,124,3,126,3,130,3,131,3,133,3,133,3,135,3,140,3
Fiji,896445,18270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,3,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,7,0,7,0,12,0,12,0,14,0,15,0,15,0,15,0,16,0,16,0,16,0,16,0,16,0,16,0,17,0,17,0,17,0,17,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
Finland,5540720,303890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,3,0,6,0,6,0,6,0,6,0,12,0,15,0,15,0,23,0,30,0,40,0,59,0,59,0,155,0,225,0,244,0,277,0,321,0,336,0,400,0,450,0,523,1,626,1,700,1,792,1,880,3,958,5,1041,7,1167,9,1240,11,1352,13,1418,17,1446,17,1518,19,1615,20,1882,25,1927,28,2176,27,2308,34,2487,40,2605,42,2769,48,2905,49,2974,56,3064,59,3161,64,3237,72,3369,75,3489,82,3681,90,3783,94,3868,98,4014,141,4129,149,4284,172,4395,177,4475,186,4576,190,4695,193,4740,199,4906,206,4995,211,5051,218,5176,220,5254,230,5327,240
France,65273511,547557,0,0,0,0,2,0,3,0,3,0,3,0,4,0,5,0,5,0,5,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,14,1,18,2,38,2,57,2,100,2,130,2,191,3,204,4,288,4,380,6,656,9,959,11,1136,19,1219,19,1794,33,2293,48,2293,48,3681,79,4496,91,4532,91,6683,149,7715,149,9124,149,10970,244,12758,451,14463,563,16243,676,20123,862,22622,1102,25600,1333,29551,1698,33402,1997,38105,2317,40708,2611,45170,3030,52827,3532,57749,4414,59929,5398,65202,6520,69500,7574,71411,8093,75342,8926,79162,10343,83056,10887,87365,12228,91737,13215,94862,13851,121711,14412,125393,14986,130364,15731,133584,17169,146074,17922,148083,18683,148085,19325,153010,19720,155392,20267,158167,20798,155979,21342,158302,21858,159951,22248,161643,22617,162219,22859,165962,23296,169052,23663,166542,24090,167298,24379,167304,24597,168517,24763,168924,24900,169582,25204
Gabon,2225734,257670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,1,5,1,5,1,6,1,6,1,7,1,7,1,7,1,7,1,7,1,16,1,18,1,21,1,21,1,21,1,21,1,24,1,30,1,34,1,44,1,44,1,46,1,49,1,57,1,57,1,80,1,80,1,108,1,108,1,109,1,120,1,156,1,166,1,167,2,172,3,176,3,176,3,211,3,238,3,276,3,276,3,276,3,335,5,335,5,367,6
